Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0050852~T cell receptor signaling pathway	51	5.477980665950591	6.608849718403559E-28	CD3G, PTPN22, CD3E, CD3D, PSMD8, PSMD4, PSMD2, TRBC1, IKBKG, HLA-DPA1, BTN3A1, THEMIS, PSMA5, PSMA6, ZAP70, PSMA4, IFNG, LCK, PSME1, PSME2, PRKD2, RBCK1, SKAP1, HLA-DQB1, WAS, PSMA7, PSMB10, PSMB6, UBB, PSMB2, PSMB3, INPP5D, UBC, PSMB1, CSK, FYN, PAK2, HLA-DQA1, HLA-DRB5, RFTN1, PSMB8, PSMB9, NFKBIA, CD4, PTPRC, PSMC3, PSMC4, HLA-DPB1, HLA-DRA, CD247, HLA-DRB1	866	148	16792	6.6817926471506155	2.2139646556651922E-24	2.2139646556651922E-24	2.1538241232277197E-24
GOTERM_BP_DIRECT	GO:0006928~movement of cell or subcellular component	29	3.1149301825993554	1.084076339607604E-15	ARPC1B, LSP1, TXN, ITGAL, CORO1A, ACTB, ACTG1, CAPZB, ADGRE5, ARHGDIA, CXCR3, ARHGDIB, CCL4, RAC1, ACTR3, ACTR2, TPM4, TPM3, MSN, ARPC5, TUBB4B, IFNG, ARPC2, ABI3, ARPC3, CAPZA1, TLN1, VCL, ARF6	866	86	16792	6.538589612761157	3.7192471324942744E-12	1.8158278688427367E-12	1.7665023953905905E-12
GOTERM_BP_DIRECT	GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	25	2.685284640171858	2.1083508131823504E-15	PSMB10, PSMA7, PSMD8, PSMB6, PSMD4, PSMB2, PSMB3, PSMD2, PSMB1, B2M, HLA-B, HLA-C, CYBA, HLA-A, HLA-F, PSMB8, PSMB9, HLA-E, PSMA5, PSMA6, PSMA4, PSMC3, PSMC4, PSME1, PSME2	866	63	16792	7.69456358370908	7.066569551739121E-12	2.3543250747202915E-12	2.2903717667204264E-12
GOTERM_BP_DIRECT	GO:0060333~interferon-gamma-mediated signaling pathway	24	2.577873254564984	4.451603968198429E-13	SP100, HLA-DRB5, IFNGR1, STAT1, HLA-B, HLA-C, HLA-A, HLA-F, HLA-E, OASL, MT2A, IFNG, OAS1, OAS2, IRF1, HLA-DPB1, HLA-DRA, GBP1, B2M, HLA-DQA1, HLA-DRB1, JAK1, HLA-DPA1, HLA-DQB1	866	71	16792	6.554467683700356	1.491418100130204E-9	3.7282183233661845E-10	3.6269443330896704E-10
GOTERM_BP_DIRECT	GO:0050776~regulation of immune response	37	3.9742212674543502	1.181001603367879E-12	ITGB1, IFITM1, KLRB1, SPPL2A, ITGB2, ICAM3, CD3G, SLA2, CD3E, ITGAL, CD3D, FCGR3A, TRBC1, LAIR2, SLAMF7, SLAMF6, ITGB7, B2M, LAIR1, ITGA4, CD300A, SH2D1A, HLA-B, HLA-C, HLA-A, HLA-F, HLA-E, NCR3, TYROBP, CLEC2B, IRF1, KLRF1, CD226, KLRD1, CD247, CLEC2D, HCST	866	178	16792	4.030568025533903	3.956535099547409E-9	7.912710742564789E-10	7.697768450751835E-10
GOTERM_BP_DIRECT	GO:0060337~type I interferon signaling pathway	22	2.3630504833512354	3.507448228500693E-12	IFITM3, IFITM1, SP100, IFITM2, STAT1, HLA-B, IFI6, HLA-C, ISG15, ADAR, HLA-A, IFI35, HLA-F, PSMB8, HLA-E, OASL, BST2, OAS1, OAS2, IRF1, XAF1, JAK1	866	64	16792	6.665415704387991	1.174984542995361E-8	1.7388481682916917E-9	1.6916137852127235E-9
GOTERM_BP_DIRECT	GO:0060071~Wnt signaling pathway, planar cell polarity pathway	26	2.7926960257787328	3.633414082997565E-12	ARRB2, PSMB10, PSMA7, PSMD8, CDC42, PSMB6, PSMD4, UBB, PSMB2, PSMB3, PSMD2, UBC, PSMB1, AP2S1, RAC1, PSMB8, RHOA, PSMB9, PSMA5, PSMA6, PSMA4, PSMC3, PSMC4, PSME1, PSME2, PFN1	866	92	16792	5.479867456571945	1.217197997949171E-8	1.7388481682916917E-9	1.6916137852127235E-9
GOTERM_BP_DIRECT	GO:0038061~NIK/NF-kappaB signaling	22	2.3630504833512354	6.888610024852493E-12	PSMB8, PSMB10, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PPP4C, PSMC3, PSMD4, UBB, PSMB2, PSMC4, PSMB3, PSMD2, UBC, PSMB1, REL, PSME1, PSME2	866	66	16792	6.463433410315627	2.307681246094262E-8	2.8846054479069814E-9	2.8062475088742843E-9
GOTERM_BP_DIRECT	GO:0006521~regulation of cellular amino acid metabolic process	19	2.0408163265306123	3.0562822315680565E-11	OAZ1, PSMB8, PSMB10, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PSMC3, PSMD4, PSMB2, PSMC4, PSMB3, PSMD2, PSMB1, PSME1, PSME2	866	51	16792	7.223837340940995	1.0238528946882042E-7	1.1094472080840027E-8	1.079309985416646E-8
GOTERM_BP_DIRECT	GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	22	2.3630504833512354	3.311782710698515E-11	PSMB8, PSMB10, PSMA7, PSMB9, ANAPC11, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PSMC3, PSMD4, UBB, PSMB2, PSMC4, PSMB3, PSMD2, UBC, PSMB1, PSME1, PSME2, BUB3	866	71	16792	6.0082620433919915	1.1094476393136432E-7	1.1094472080840027E-8	1.079309985416646E-8
