Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006413~translational initiation	93	19.096509240246405	7.171152815955922E-115	EIF4A2, RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS17, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, EIF2A, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL26, PABPC1, RPL29, RPL28, UBA52, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, EIF4B, RPL19, RPL41, RPL35A, RPL23A, EIF1, RPS25, RPS28, EIF3M, EIF2S3, RPS27, EIF3K, EIF3L, RPS29, RPL27A, EIF3G, EIF3H, EIF3E, RPS20, FAU, EIF3F, RPS21, EIF3D, RPS24, RPS23	437	137	16792	26.084551270273433	1.4048288366457652E-111	1.4048288366457652E-111	1.3890523004506622E-111
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	79	16.2217659137577	5.306669957895861E-110	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS17, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL26, RPL29, RPL28, UBA52, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, RPL41, RPL35A, RPL23A, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, FAU, RPS21, RPS24, RPS23	437	94	16792	32.29387993573202	1.0395766447517992E-106	5.197883223758996E-107	5.1395098542221417E-107
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	81	16.632443531827516	1.2325152603138348E-99	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS17, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL26, PABPC1, RPL29, RPL28, UBA52, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, RPL41, RPL35A, RPL23A, RPS25, RPS28, RPS27, RPS29, RPL27A, EIF3E, RPS20, FAU, RPS21, RPS24, RPS23	437	119	16792	26.155260273445766	2.4144973949548024E-96	8.048324649849341E-97	7.957940197426326E-97
GOTERM_BP_DIRECT	GO:0019083~viral transcription	79	16.2217659137577	4.622206821826691E-99	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS17, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL26, RPL29, RPL28, UBA52, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, RPL41, RPL35A, RPL23A, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, FAU, RPS21, RPS24, RPS23	437	112	16792	27.10379208891795	9.054903163958487E-96	2.2637257909896218E-96	2.238303653469575E-96
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	86	17.659137577002053	3.143300363669969E-79	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, WDR43, RPL7, RPS4X, RPS15, FBL, RPS14, RPL7A, RPS17, RPS16, NOB1, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, RPL37A, SBDS, RPL24, RPL27, RPL26, RPL29, RPL28, UBA52, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, EXOSC5, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, NOP58, RPL41, MTERF4, RPL35A, RPL23A, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, FAU, RPS21, RPS24, RPS23	437	214	16792	15.442075322397828	6.157725412429469E-76	1.2315450824858939E-76	1.217714560885746E-76
GOTERM_BP_DIRECT	GO:0006412~translation	91	18.68583162217659	7.155883514609377E-79	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, MRPL3, RPL7A, RPS17, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, SLC25A45, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, PABPC4, RPL22, RPS6, MRPS21, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL26, RPL29, SLC25A5, RPL28, UBA52, SLC25A6, RPL10, MRPS33, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, DARS, RPL41, RPL35A, RPL23A, RSL1D1, RPS25, RPS28, RPS27, NACA, RPS29, RPL27A, RPS20, FAU, RPS21, RSL24D1, SLC25A36, RPS24, RPS23	437	253	16792	13.821076148008792	1.401837580511977E-75	2.3363959675199616E-76	2.310157727966394E-76
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	16	3.285420944558522	3.2861700260281554E-18	RPL31, RPLP1, RPL22, RPLP0, RPL36A, RPL35A, RPL8, RPL9, RPL6, RPL7, RPL36, RPLP2, RPL26, RPL15, RPL29, EIF4B	437	25	16792	24.59240274599542	6.4376070809891565E-15	9.196581544270223E-16	9.093301914880767E-16
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	11	2.2587268993839835	1.0631750950157276E-10	EIF3M, EIF2S3, EIF3K, EIF3L, EIF3G, EIF3H, EIF2D, EIF3E, EIF3F, EIF3D, EIF4B	437	23	16792	18.37747487812158	2.0827598112838075E-7	2.403813136580624E-8	2.376817787420454E-8
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	30	6.160164271047227	1.1043551929160602E-10	HSP90AB1, RPL34, CAPG, ZC3HAV1, BZW2, CORO1B, RPL6, CNN2, DNAJB1, SEPT9, RPL7A, RPL14, RACK1, SNX9, CCT8, RPS2, RPL15, SPTBN1, EIF2A, HSPA8, RPL23A, EEF2, PRDX6, RSL1D1, PKM, EIF2S3, EEF1D, RPL24, EIF3E, RPL29	437	271	16792	4.253759700068396	2.1634321822894265E-7	2.403813136580624E-8	2.376817787420454E-8
GOTERM_BP_DIRECT	GO:0006446~regulation of translational initiation	12	2.4640657084188913	1.0677651692594925E-9	EIF4A2, EIF3M, EIF3K, EIF3L, EIF3G, HSPB1, EIF3H, EIF3E, EIF3F, EIF3D, EIF4B, EIF1	437	36	16792	12.808543096872617	2.0917498589900774E-6	2.091751966579346E-7	2.068261132855637E-7
