Annotation Cluster 1	Enrichment Score: 12.60504180343036
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Immunity	80	8.592910848549947	6.58606541571753E-23	IFITM3, SPON2, IFITM1, IFITM2, HMGB2, PTPN22, ADAR, HMGB1, PRDM1, CD3E, OASL, PYCARD, PSTPIP1, SIT1, CASP4, MAP3K8, B2M, HLA-DPA1, ZBP1, ZNF683, GBP5, ANXA1, BTN3A1, CD300A, PRKCB, THEMIS, HLA-B, HLA-C, TAP1, HLA-A, BTN3A2, HLA-F, TMEM173, SIRT2, HLA-E, FGR, ZAP70, RNF125, OAS1, OAS2, IRF1, ORAI1, PRKD2, SQSTM1, SKAP1, HLA-DQB1, OTUB1, NLRC5, ZBTB1, TAPBPL, IFI16, INPP5D, SLAMF7, SLAMF6, CSK, FYN, GBP1, HLA-DQA1, LAIR1, SLAMF1, KLRG1, APOBEC3C, CD74, AKIRIN2, HLA-DRB5, APOBEC3G, SH2D1A, EIF2AK2, ISG15, PSMB8, PSMB9, BST2, CD4, GZMM, CD6, HLA-DPB1, HLA-DRA, MYD88, HLA-DRB1, MYO1G	927	500	20581	3.552276159654801	2.6673564933655996E-20	6.668391233413999E-21	5.7463420752135445E-21
UP_KEYWORDS	Innate immunity	38	4.081632653061225	6.089434935040547E-10	IFITM3, SPON2, IFITM1, IFITM2, NLRC5, HMGB2, ZBTB1, ADAR, HMGB1, PRDM1, OASL, PYCARD, PSTPIP1, IFI16, CASP4, SLAMF7, SLAMF6, SLAMF1, KLRG1, ZBP1, ZNF683, APOBEC3C, AKIRIN2, ANXA1, APOBEC3G, SH2D1A, EIF2AK2, ISG15, TMEM173, SIRT2, FGR, BST2, GZMM, OAS1, CD6, OAS2, IRF1, MYD88	927	261	20581	3.232435202751016	2.466220674346431E-7	2.0551842905761848E-8	1.7710106602742926E-8
GOTERM_BP_DIRECT	GO:0045087~innate immune response	49	5.263157894736842	3.816555262989094E-7	SPON2, HMGB2, ADAR, HMGB1, PRDM1, PYCARD, PSTPIP1, CASP4, IKBKG, B2M, JAK1, ZBP1, ZNF683, ANXA1, HLA-B, MATK, HLA-C, CYBA, TMEM173, SIRT2, HLA-E, FGR, ZAP70, TYROBP, LCK, NLRC5, ZBTB1, CORO1A, UBB, IFI16, UBC, SLAMF6, CSK, FYN, SLAMF1, KLRG1, SRPK2, APOBEC3C, AKIRIN2, APOBEC3G, SH2D1A, EIF2AK2, BST2, GZMM, CD6, CAPZA1, REL, KLRD1, MYD88	866	430	16792	2.2095923518985985	0.001277729265024674	3.995456290941708E-5	3.8869230006504555E-5

Annotation Cluster 2	Enrichment Score: 8.595548971515225
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	47	5.048335123523094	9.860515651917034E-11	ITGB1, MACF1, TES, AHNAK, YWHAB, ENO1, PARK7, IQGAP1, BZW1, ADD1, RTN4, PSMB6, PCMT1, LASP1, SEPT7, CAPZB, PRDX1, BSG, EFHD2, FLNA, LRRFIP1, PAK2, EPS15, CLIC1, S100A11, SNX5, SH3GLB1, VASP, CAST, LYPLA2, ANXA1, HSPA5, ANXA2, STAT1, YWHAZ, EHD1, NCR3, CAPZA1, ZYX, MYH9, CHMP4B, TAGLN2, CD226, EZR, PFN1, TLN1, VCL	903	323	18224	2.9366439354199456	6.33044876519051E-8	6.330451048530736E-9	5.531749280725456E-9
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	44	4.726100966702471	3.233929347251518E-10	ITGB1, MACF1, TES, AHNAK, YWHAB, ENO1, PARK7, IQGAP1, BZW1, ADD1, RTN4, PSMB6, PCMT1, LASP1, SEPT7, CAPZB, PRDX1, BSG, EFHD2, FLNA, LRRFIP1, PAK2, EPS15, CLIC1, S100A11, SNX5, SH3GLB1, VASP, CAST, LYPLA2, ANXA1, HSPA5, ANXA2, STAT1, YWHAZ, EHD1, CAPZA1, MYH9, CHMP4B, TAGLN2, EZR, PFN1, TLN1, VCL	867	290	16881	2.9541582150101418	2.929939961759942E-7	7.324849971524688E-8	7.066135623744567E-8
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	36	3.866809881847476	5.125342958116871E-7	MACF1, TES, AHNAK, YWHAB, ENO1, PARK7, IQGAP1, BZW1, ADD1, RTN4, PSMB6, PCMT1, LASP1, SEPT7, CAPZB, PRDX1, BSG, EFHD2, LRRFIP1, PAK2, EPS15, S100A11, SNX5, SH3GLB1, VASP, CAST, LYPLA2, HSPA5, ANXA2, STAT1, YWHAZ, EHD1, CAPZA1, CHMP4B, TAGLN2, PFN1	866	271	16792	2.5758332410113933	0.0017155171462495122	5.20299966960349E-5	5.0616644546978423E-5

Annotation Cluster 3	Enrichment Score: 8.088976464054523
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0050852~T cell receptor signaling pathway	51	5.477980665950591	6.608849718403559E-28	CD3G, PTPN22, CD3E, CD3D, PSMD8, PSMD4, PSMD2, TRBC1, IKBKG, HLA-DPA1, BTN3A1, THEMIS, PSMA5, PSMA6, ZAP70, PSMA4, IFNG, LCK, PSME1, PSME2, PRKD2, RBCK1, SKAP1, HLA-DQB1, WAS, PSMA7, PSMB10, PSMB6, UBB, PSMB2, PSMB3, INPP5D, UBC, PSMB1, CSK, FYN, PAK2, HLA-DQA1, HLA-DRB5, RFTN1, PSMB8, PSMB9, NFKBIA, CD4, PTPRC, PSMC3, PSMC4, HLA-DPB1, HLA-DRA, CD247, HLA-DRB1	866	148	16792	6.6817926471506155	2.2139646556651922E-24	2.2139646556651922E-24	2.1538241232277197E-24
GOTERM_BP_DIRECT	GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	25	2.685284640171858	2.1083508131823504E-15	PSMB10, PSMA7, PSMD8, PSMB6, PSMD4, PSMB2, PSMB3, PSMD2, PSMB1, B2M, HLA-B, HLA-C, CYBA, HLA-A, HLA-F, PSMB8, PSMB9, HLA-E, PSMA5, PSMA6, PSMA4, PSMC3, PSMC4, PSME1, PSME2	866	63	16792	7.69456358370908	7.066569551739121E-12	2.3543250747202915E-12	2.2903717667204264E-12
UP_KEYWORDS	Proteasome	20	2.1482277121374866	5.983043627645023E-13	ADRM1, PSMB8, PSMB10, UCHL5, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PSMC3, PSMD4, PSMB2, PSMC4, PSMB3, PSMD2, PSMB1, PSME1, PSME2	927	53	20581	8.378009810506606	2.4231117112805123E-10	3.461618098851763E-11	2.982974608640161E-11
GOTERM_BP_DIRECT	GO:0060071~Wnt signaling pathway, planar cell polarity pathway	26	2.7926960257787328	3.633414082997565E-12	ARRB2, PSMB10, PSMA7, PSMD8, CDC42, PSMB6, PSMD4, UBB, PSMB2, PSMB3, PSMD2, UBC, PSMB1, AP2S1, RAC1, PSMB8, RHOA, PSMB9, PSMA5, PSMA6, PSMA4, PSMC3, PSMC4, PSME1, PSME2, PFN1	866	92	16792	5.479867456571945	1.217197997949171E-8	1.7388481682916917E-9	1.6916137852127235E-9
GOTERM_BP_DIRECT	GO:0038061~NIK/NF-kappaB signaling	22	2.3630504833512354	6.888610024852493E-12	PSMB8, PSMB10, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PPP4C, PSMC3, PSMD4, UBB, PSMB2, PSMC4, PSMB3, PSMD2, UBC, PSMB1, REL, PSME1, PSME2	866	66	16792	6.463433410315627	2.307681246094262E-8	2.8846054479069814E-9	2.8062475088742843E-9
KEGG_PATHWAY	hsa03050:Proteasome	20	2.1482277121374866	8.734322875459748E-12	POMP, PSMB8, PSMB10, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, IFNG, PSMC3, PSMD4, PSMB2, PSMC4, PSMB3, PSMD2, PSMB1, PSME1, PSME2	458	44	6879	6.827113934100834	2.1399149119361027E-9	5.349772761219095E-10	4.083295944277432E-10
GOTERM_BP_DIRECT	GO:0006521~regulation of cellular amino acid metabolic process	19	2.0408163265306123	3.0562822315680565E-11	OAZ1, PSMB8, PSMB10, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PSMC3, PSMD4, PSMB2, PSMC4, PSMB3, PSMD2, PSMB1, PSME1, PSME2	866	51	16792	7.223837340940995	1.0238528946882042E-7	1.1094472080840027E-8	1.079309985416646E-8
GOTERM_BP_DIRECT	GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	22	2.3630504833512354	3.311782710698515E-11	PSMB8, PSMB10, PSMA7, PSMB9, ANAPC11, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PSMC3, PSMD4, UBB, PSMB2, PSMC4, PSMB3, PSMD2, UBC, PSMB1, PSME1, PSME2, BUB3	866	71	16792	6.0082620433919915	1.1094476393136432E-7	1.1094472080840027E-8	1.079309985416646E-8
GOTERM_CC_DIRECT	GO:0000502~proteasome complex	20	2.1482277121374866	3.889179817795345E-11	VCP, ADRM1, PSMB8, PSMB10, PSMA7, PSMB9, PSMD8, PSMA5, PSMB6, PSMA6, PSMA4, PSMC3, PSMD4, PSMB2, PSMC4, PSMB3, PSMD2, PSMB1, PSME1, PSME2	903	60	18224	6.727205610926542	2.4968521583623726E-8	2.7742816033606795E-9	2.4242554197590985E-9
