10	100	1000	3000	10000	30000	1e+06
Subject_54	0.0142384768796198	0.0206737791089924	0.0463297276858862	0.0452472920574433	0.0802929990139458	0.116954945470452	0.67626277978366
Subject_78	0.107709952344229	0.0322121373909949	0.0568573556649728	0.0477414592025733	0.078239834424209	0.131827859181481	0.54541140179154
Subject_63	0.200759808737801	0.100592781816991	0.0834697932359556	0.0518820549769657	0.0871596690028603	0.118703740093011	0.357432152136415
Subject_98	0.421561720673205	0.0909597422043882	0.0443159871316487	0.0319753347673171	0.0473455677316181	0.0679445728719942	0.295897074619829
Subject_104	0.0146479053815827	0.0138225584153338	0.0311468316292188	0.0302093015801788	0.0593288246418153	0.0988573351709988	0.751987243180872
Subject_69	0.0315890763841208	0.0298550099984464	0.0578055540241867	0.0534653763074409	0.0999944870721843	0.139702602603104	0.587587893610517
Subject_87	0.0915033603860908	0.0536012216158131	0.068899697423861	0.047879610515699	0.0745364740925072	0.106321107749154	0.557258528216875
Subject_24	0.0251216172514157	0.0426193638058802	0.0606125243406521	0.0473739618668849	0.0900070871722181	0.137614994529804	0.596650451033145
Subject_83	0.100678229223663	0.0773452776328572	0.0721069218403385	0.0561755336972613	0.0902863493113791	0.117619114272505	0.485788574021996
Subject_41	0.0231330443332141	0.0378921612441902	0.0600643546657132	0.0559248748659278	0.0975431265641759	0.139032892384698	0.586409545942081
Subject_72	0.0963687717618032	0.0874733176959476	0.0549107613891843	0.043138082445276	0.0784804681476192	0.113502260386822	0.526126338173347
Subject_89	0.0502051493141772	0.0329832295415012	0.0623348514825192	0.0527280211390102	0.0944616324308534	0.132782727622791	0.574504388469148
Subject_59	0.0221956164769463	0.0362439442070108	0.0481423959256142	0.0346389505639718	0.0586767883817734	0.0950245197065789	0.705077784738105
Subject_68	0.152629837015623	0.0719279167313965	0.0496788268907336	0.0450047618725979	0.0849031752571749	0.13508858433918	0.460766897893294
Subject_46	0.0255587573606716	0.0565157944622693	0.10454468697059	0.0718826432505162	0.11225262423942	0.164579440779619	0.464666052936914
Subject_50	0.130044963476767	0.13089666073292	0.0964412865999634	0.0608503161254682	0.0977303419065742	0.116291203732122	0.367745227426185
Subject_71	0.122605887760153	0.0622292408136327	0.0923468545973082	0.0733589459542272	0.101638107808707	0.153953850142598	0.393867112923375
Subject_92	0.0780634290237981	0.13829048564643	0.10166245781939	0.0428639031272252	0.0664629319228168	0.0977838318348068	0.474872960625533
Subject_55	0.0412723879375265	0.0387798369405061	0.0393855800399462	0.031682819815985	0.0620641105399298	0.0927237156609145	0.694091549065192
